Code,Site ID,Site Name,Scene Name,Scene Date
520810000020-03,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280352011229PAC01,2011/08/17
520810000020-04,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280362011229PAC01,2011/08/17
520810000020-05,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280352011181PAC01,2011/06/30
520810000020-06,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280362011181PAC01,2011/06/30
520810000020-07,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280352011165PAC02,2011/06/14
520810000020-08,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280362011165PAC02,2011/06/14
520810000020-09,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50270362011126CHM02,2011/05/06
520810000020-10,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50270352011126CHM02,2011/05/06
520810000020-11,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50270352010347EDC00,2010/12/13
520810000020-12,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50270362010347EDC00,2010/12/13
520810000020-13,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280352010210GNC01,2010/07/29
520810000020-14,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280362010210GNC01,2010/07/29
520810000020-15,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280352010194PAC01,2010/07/13
520810000020-16,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280362010194PAC01,2010/07/13
520810000020-17,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50270362010139PAC01,2010/05/19
520810000020-18,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50270352010139PAC01,2010/05/19
520810000020-19,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50270362009232PAC03,2009/08/20
520810000020-20,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50270352009232PAC03,2009/08/20
520810000020-21,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280362009191PAC01,2009/07/10
520810000020-22,520810000020,"['Lake Thunderbird, Station 4', 'Lake Thunderbird, Station 5', 'Lake Thunderbird, Station 1,  12 meters', 'Lake Thunderbird, Station 7', 'Lake Thunderbird, Station 6', 'Lake Thunderbird, Station 1, Surface', 'Lake Thunderbird, Station 1,  8 meters', 'Lake Thunderbird, Station 3', 'Lake Thunderbird, Station 2', 'Lake Thunderbird, Station 1, 4 meters', 'Lake Thunderbird, Station 8', 'Lake Thunderbird']",LT50280352009191PAC01,2009/07/10
